"SampleAce15_10Forg_10Flab_3 - RawData"
"Wavelength nm.","Abs."
200.00,3.78394
201.00,3.54495
202.00,3.71964
203.00,3.93831
204.00,3.67194
205.00,3.82867
206.00,3.89252
207.00,3.92870
208.00,3.88161
209.00,3.84190
210.00,4.00000
211.00,3.91231
212.00,3.89616
213.00,3.94977
214.00,3.93796
215.00,3.80266
216.00,3.86504
217.00,3.92174
218.00,3.97900
219.00,3.87683
220.00,3.94739
221.00,3.85597
222.00,3.85460
223.00,3.83757
224.00,3.93855
225.00,3.83171
226.00,4.00000
227.00,4.00000
228.00,3.80618
229.00,3.98380
230.00,3.99344
231.00,4.00000
232.00,3.89302
233.00,3.93533
234.00,3.95026
235.00,3.98103
236.00,3.96144
237.00,3.97572
238.00,3.96390
239.00,3.96303
240.00,3.94144
241.00,3.91057
242.00,3.89923
243.00,3.92451
244.00,3.96957
245.00,4.00000
246.00,3.99179
247.00,3.98650
248.00,3.85155
249.00,3.93918
250.00,3.93542
251.00,3.92426
252.00,3.85677
253.00,4.00000
254.00,3.95088
255.00,3.84229
256.00,3.94781
257.00,3.82954
258.00,3.96022
259.00,3.92845
260.00,4.00000
261.00,3.96524
262.00,3.87463
263.00,3.82401
264.00,4.00000
265.00,4.00000
266.00,3.91966
267.00,3.91190
268.00,3.87692
269.00,3.95728
270.00,3.86467
271.00,3.71249
272.00,3.72240
273.00,3.93279
274.00,3.67842
275.00,3.74493
276.00,3.84009
277.00,3.89067
278.00,3.89769
279.00,3.85175
280.00,3.83464
281.00,3.90764
282.00,3.95493
283.00,3.90720
284.00,3.82077
285.00,3.82484
286.00,3.92340
287.00,3.82889
288.00,3.72003
289.00,3.93837
290.00,3.84433
291.00,3.83078
292.00,3.82399
293.00,3.85481
294.00,3.88762
295.00,3.93712
296.00,3.86957
297.00,3.93405
298.00,3.89246
299.00,3.93016
300.00,3.92303
301.00,3.83609
302.00,3.84460
303.00,3.68590
304.00,3.74968
305.00,3.96024
306.00,3.75735
307.00,3.87102
308.00,3.80392
309.00,3.81236
310.00,3.92798
311.00,3.82211
312.00,3.34268
313.00,3.52437
314.00,3.31134
315.00,3.55881
316.00,3.30507
317.00,2.97565
318.00,2.52634
319.00,2.37630
320.00,2.87498
321.00,3.60902
322.00,3.13193
323.00,2.22635
324.00,1.68207
325.00,1.37601
326.00,1.21036
327.00,1.08638
328.00,0.97783
329.00,0.88707
330.00,0.81589
331.00,0.75789
332.00,0.71043
333.00,0.67519
334.00,0.64461
335.00,0.61966
336.00,0.59995
337.00,0.58044
338.00,0.56320
339.00,0.54616
340.00,0.53079
341.00,0.51382
342.00,0.49934
343.00,0.48267
344.00,0.46890
345.00,0.45561
346.00,0.44347
347.00,0.43224
348.00,0.42073
349.00,0.41002
350.00,0.39902
351.00,0.38947
352.00,0.37906
353.00,0.36955
354.00,0.35995
355.00,0.35143
356.00,0.34196
357.00,0.33398
358.00,0.32555
359.00,0.31714
360.00,0.30928
361.00,0.30074
362.00,0.29285
363.00,0.28557
364.00,0.27873
365.00,0.27151
366.00,0.26498
367.00,0.25905
368.00,0.25371
369.00,0.24660
370.00,0.24164
371.00,0.23624
372.00,0.23102
373.00,0.22684
374.00,0.22179
375.00,0.21783
376.00,0.21359
377.00,0.21021
378.00,0.20584
379.00,0.20213
380.00,0.19850
381.00,0.19551
382.00,0.19243
383.00,0.18921
384.00,0.18642
385.00,0.18384
386.00,0.18091
387.00,0.17834
388.00,0.17621
389.00,0.17372
390.00,0.17088
391.00,0.16885
392.00,0.16649
393.00,0.16423
394.00,0.16212
395.00,0.15974
396.00,0.15765
397.00,0.15572
398.00,0.15350
399.00,0.15192
400.00,0.14972
401.00,0.14804
402.00,0.14622
403.00,0.14453
404.00,0.14284
405.00,0.14090
406.00,0.13921
407.00,0.13748
408.00,0.13585
409.00,0.13426
410.00,0.13258
411.00,0.13109
412.00,0.12947
413.00,0.12793
414.00,0.12639
415.00,0.12502
416.00,0.12381
417.00,0.12248
418.00,0.12093
419.00,0.11967
420.00,0.11830
421.00,0.11696
422.00,0.11572
423.00,0.11433
424.00,0.11330
425.00,0.11194
426.00,0.11079
427.00,0.10973
428.00,0.10832
429.00,0.10718
430.00,0.10603
431.00,0.10492
432.00,0.10393
433.00,0.10283
434.00,0.10170
435.00,0.10062
436.00,0.09961
437.00,0.09854
438.00,0.09764
439.00,0.09662
440.00,0.09570
441.00,0.09476
442.00,0.09380
443.00,0.09273
444.00,0.09169
445.00,0.09088
446.00,0.08995
447.00,0.08914
448.00,0.08817
449.00,0.08740
450.00,0.08655
451.00,0.08568
452.00,0.08484
453.00,0.08406
454.00,0.08301
455.00,0.08231
456.00,0.08162
457.00,0.08072
458.00,0.07999
459.00,0.07915
460.00,0.07845
461.00,0.07774
462.00,0.07684
463.00,0.07616
464.00,0.07547
465.00,0.07468
466.00,0.07402
467.00,0.07344
468.00,0.07263
469.00,0.07201
470.00,0.07143
471.00,0.07072
472.00,0.07001
473.00,0.06929
474.00,0.06871
475.00,0.06807
476.00,0.06740
477.00,0.06680
478.00,0.06627
479.00,0.06569
480.00,0.06497
481.00,0.06438
482.00,0.06386
483.00,0.06320
484.00,0.06268
485.00,0.06219
486.00,0.06168
487.00,0.06114
488.00,0.06059
489.00,0.06001
490.00,0.05954
491.00,0.05901
492.00,0.05846
493.00,0.05794
494.00,0.05748
495.00,0.05701
496.00,0.05653
497.00,0.05608
498.00,0.05545
499.00,0.05501
500.00,0.05457
