"SampleAce15_5Forg_10Flab_1 - RawData"
"Wavelength nm.","Abs."
200.00,3.82176
201.00,3.97929
202.00,3.85922
203.00,3.64699
204.00,3.95038
205.00,3.75615
206.00,3.71230
207.00,3.88280
208.00,3.94659
209.00,3.86183
210.00,3.86798
211.00,3.90228
212.00,3.68239
213.00,3.77817
214.00,3.81673
215.00,3.95059
216.00,3.70361
217.00,3.84027
218.00,3.85194
219.00,3.84003
220.00,3.92654
221.00,4.00000
222.00,3.99492
223.00,3.95840
224.00,3.94188
225.00,3.89781
226.00,3.82611
227.00,3.92732
228.00,3.99072
229.00,3.91235
230.00,3.79663
231.00,3.94472
232.00,3.93556
233.00,3.98708
234.00,3.84192
235.00,3.88478
236.00,3.93280
237.00,3.98170
238.00,3.97961
239.00,3.95070
240.00,3.86726
241.00,3.80878
242.00,3.99481
243.00,3.94778
244.00,3.79587
245.00,3.98740
246.00,3.91177
247.00,3.97942
248.00,3.92099
249.00,3.95070
250.00,3.92319
251.00,3.90625
252.00,3.93282
253.00,3.99150
254.00,3.88040
255.00,3.90440
256.00,3.97298
257.00,3.77261
258.00,3.87691
259.00,3.89409
260.00,3.83339
261.00,3.74327
262.00,3.86812
263.00,3.94978
264.00,3.89940
265.00,3.90652
266.00,3.85086
267.00,3.93304
268.00,3.85013
269.00,3.77196
270.00,3.90450
271.00,3.92651
272.00,4.00000
273.00,3.84740
274.00,3.68695
275.00,3.76283
276.00,3.76678
277.00,3.89970
278.00,3.88101
279.00,3.68326
280.00,3.85031
281.00,3.83231
282.00,3.84192
283.00,3.85677
284.00,3.85640
285.00,3.90694
286.00,3.98103
287.00,3.91827
288.00,3.94189
289.00,3.92236
290.00,3.77052
291.00,3.92906
292.00,3.87453
293.00,3.94061
294.00,3.88402
295.00,3.78342
296.00,3.88126
297.00,3.83452
298.00,3.84813
299.00,3.88127
300.00,3.73439
301.00,3.83580
302.00,3.79976
303.00,3.70279
304.00,3.65036
305.00,3.65837
306.00,3.47964
307.00,3.95546
308.00,3.69412
309.00,2.95372
310.00,2.75919
311.00,2.48332
312.00,2.32391
313.00,2.15527
314.00,2.07289
315.00,1.98289
316.00,1.88724
317.00,1.78108
318.00,1.60641
319.00,1.53714
320.00,1.78178
321.00,2.04552
322.00,1.80936
323.00,1.42633
324.00,1.15601
325.00,1.00732
326.00,0.91910
327.00,0.84566
328.00,0.78519
329.00,0.73117
330.00,0.68878
331.00,0.65128
332.00,0.61992
333.00,0.59465
334.00,0.57014
335.00,0.55133
336.00,0.53421
337.00,0.51852
338.00,0.50327
339.00,0.49023
340.00,0.47617
341.00,0.46323
342.00,0.45107
343.00,0.43822
344.00,0.42715
345.00,0.41566
346.00,0.40358
347.00,0.39346
348.00,0.38318
349.00,0.37343
350.00,0.36375
351.00,0.35460
352.00,0.34476
353.00,0.33597
354.00,0.32762
355.00,0.31825
356.00,0.31018
357.00,0.30219
358.00,0.29451
359.00,0.28535
360.00,0.27754
361.00,0.27063
362.00,0.26283
363.00,0.25610
364.00,0.24940
365.00,0.24193
366.00,0.23654
367.00,0.23053
368.00,0.22466
369.00,0.21935
370.00,0.21411
371.00,0.20929
372.00,0.20428
373.00,0.20052
374.00,0.19609
375.00,0.19185
376.00,0.18799
377.00,0.18434
378.00,0.18060
379.00,0.17760
380.00,0.17422
381.00,0.17165
382.00,0.16901
383.00,0.16631
384.00,0.16368
385.00,0.16104
386.00,0.15855
387.00,0.15662
388.00,0.15454
389.00,0.15221
390.00,0.15028
391.00,0.14830
392.00,0.14618
393.00,0.14426
394.00,0.14233
395.00,0.14047
396.00,0.13850
397.00,0.13672
398.00,0.13507
399.00,0.13362
400.00,0.13196
401.00,0.13026
402.00,0.12851
403.00,0.12724
404.00,0.12569
405.00,0.12425
406.00,0.12274
407.00,0.12129
408.00,0.11995
409.00,0.11841
410.00,0.11697
411.00,0.11575
412.00,0.11436
413.00,0.11296
414.00,0.11150
415.00,0.11052
416.00,0.10945
417.00,0.10814
418.00,0.10687
419.00,0.10585
420.00,0.10464
421.00,0.10364
422.00,0.10252
423.00,0.10141
424.00,0.10040
425.00,0.09923
426.00,0.09821
427.00,0.09721
428.00,0.09610
429.00,0.09506
430.00,0.09416
431.00,0.09322
432.00,0.09242
433.00,0.09138
434.00,0.09035
435.00,0.08948
436.00,0.08858
437.00,0.08769
438.00,0.08684
439.00,0.08609
440.00,0.08521
441.00,0.08449
442.00,0.08354
443.00,0.08258
444.00,0.08171
445.00,0.08102
446.00,0.08026
447.00,0.07953
448.00,0.07867
449.00,0.07800
450.00,0.07724
451.00,0.07640
452.00,0.07579
453.00,0.07501
454.00,0.07420
455.00,0.07347
456.00,0.07289
457.00,0.07217
458.00,0.07141
459.00,0.07077
460.00,0.07014
461.00,0.06947
462.00,0.06876
463.00,0.06810
464.00,0.06750
465.00,0.06683
466.00,0.06631
467.00,0.06575
468.00,0.06508
469.00,0.06444
470.00,0.06389
471.00,0.06332
472.00,0.06270
473.00,0.06207
474.00,0.06154
475.00,0.06094
476.00,0.06042
477.00,0.05988
478.00,0.05940
479.00,0.05882
480.00,0.05817
481.00,0.05772
482.00,0.05713
483.00,0.05666
484.00,0.05617
485.00,0.05574
486.00,0.05525
487.00,0.05482
488.00,0.05431
489.00,0.05382
490.00,0.05342
491.00,0.05289
492.00,0.05244
493.00,0.05200
494.00,0.05157
495.00,0.05118
496.00,0.05075
497.00,0.05031
498.00,0.04985
499.00,0.04942
500.00,0.04901
