"SampleAce15_10Forg_10Flab_1 - RawData"
"Wavelength nm.","Abs."
200.00,3.68753
201.00,3.58884
202.00,3.69371
203.00,3.73627
204.00,3.81168
205.00,3.72650
206.00,4.00000
207.00,3.54015
208.00,4.00000
209.00,3.96971
210.00,3.92641
211.00,3.77486
212.00,3.77159
213.00,3.82353
214.00,3.66638
215.00,3.88527
216.00,3.85715
217.00,3.94521
218.00,3.97014
219.00,3.90433
220.00,3.91568
221.00,3.93555
222.00,3.88405
223.00,3.96027
224.00,3.90692
225.00,3.99933
226.00,4.00000
227.00,3.84874
228.00,4.00000
229.00,3.96198
230.00,3.93234
231.00,3.96207
232.00,3.83449
233.00,3.98291
234.00,3.99673
235.00,3.91171
236.00,3.95279
237.00,4.00000
238.00,3.90657
239.00,4.00000
240.00,3.93988
241.00,3.82156
242.00,3.91690
243.00,3.95378
244.00,4.00000
245.00,3.95222
246.00,3.90825
247.00,3.89868
248.00,3.99504
249.00,3.92957
250.00,3.93338
251.00,3.92430
252.00,4.00000
253.00,3.85947
254.00,3.93489
255.00,3.95409
256.00,3.80791
257.00,3.92308
258.00,3.88651
259.00,3.86649
260.00,3.90651
261.00,4.00000
262.00,3.91809
263.00,3.97437
264.00,3.95982
265.00,3.93053
266.00,3.90744
267.00,3.88747
268.00,3.87607
269.00,3.87073
270.00,3.82651
271.00,3.88959
272.00,3.97256
273.00,3.89124
274.00,3.93683
275.00,4.00000
276.00,3.93669
277.00,3.81747
278.00,3.86049
279.00,3.94893
280.00,3.85881
281.00,3.76196
282.00,3.92256
283.00,3.84239
284.00,3.81815
285.00,3.88771
286.00,3.83832
287.00,3.83615
288.00,3.67657
289.00,3.94092
290.00,3.75275
291.00,3.83461
292.00,3.91161
293.00,3.86635
294.00,3.87790
295.00,3.85704
296.00,3.76855
297.00,3.97089
298.00,3.85616
299.00,3.73152
300.00,3.86467
301.00,3.89534
302.00,3.93452
303.00,3.61961
304.00,3.65561
305.00,3.83916
306.00,3.92818
307.00,3.84161
308.00,3.68764
309.00,3.89941
310.00,3.47520
311.00,3.81207
312.00,3.74474
313.00,3.59216
314.00,3.70134
315.00,3.24167
316.00,2.96181
317.00,2.89857
318.00,2.47217
319.00,2.35867
320.00,2.82314
321.00,3.88622
322.00,3.14128
323.00,2.26012
324.00,1.69006
325.00,1.38054
326.00,1.21327
327.00,1.08330
328.00,0.97835
329.00,0.88565
330.00,0.81696
331.00,0.75766
332.00,0.71178
333.00,0.67545
334.00,0.64366
335.00,0.62068
336.00,0.59915
337.00,0.57980
338.00,0.56313
339.00,0.54570
340.00,0.53020
341.00,0.51230
342.00,0.49805
343.00,0.48294
344.00,0.47005
345.00,0.45592
346.00,0.44331
347.00,0.43188
348.00,0.42215
349.00,0.40976
350.00,0.39977
351.00,0.39034
352.00,0.37991
353.00,0.37088
354.00,0.36165
355.00,0.35205
356.00,0.34340
357.00,0.33426
358.00,0.32547
359.00,0.31772
360.00,0.30969
361.00,0.30193
362.00,0.29373
363.00,0.28687
364.00,0.27898
365.00,0.27127
366.00,0.26584
367.00,0.25957
368.00,0.25317
369.00,0.24785
370.00,0.24252
371.00,0.23738
372.00,0.23181
373.00,0.22733
374.00,0.22260
375.00,0.21817
376.00,0.21410
377.00,0.21030
378.00,0.20621
379.00,0.20282
380.00,0.19934
381.00,0.19637
382.00,0.19298
383.00,0.18959
384.00,0.18701
385.00,0.18431
386.00,0.18173
387.00,0.17911
388.00,0.17691
389.00,0.17432
390.00,0.17162
391.00,0.16951
392.00,0.16721
393.00,0.16492
394.00,0.16254
395.00,0.16090
396.00,0.15866
397.00,0.15646
398.00,0.15422
399.00,0.15265
400.00,0.15062
401.00,0.14862
402.00,0.14693
403.00,0.14532
404.00,0.14348
405.00,0.14189
406.00,0.14015
407.00,0.13837
408.00,0.13680
409.00,0.13516
410.00,0.13336
411.00,0.13203
412.00,0.13026
413.00,0.12872
414.00,0.12721
415.00,0.12607
416.00,0.12477
417.00,0.12350
418.00,0.12201
419.00,0.12067
420.00,0.11931
421.00,0.11794
422.00,0.11678
423.00,0.11540
424.00,0.11440
425.00,0.11314
426.00,0.11201
427.00,0.11082
428.00,0.10945
429.00,0.10832
430.00,0.10713
431.00,0.10600
432.00,0.10510
433.00,0.10405
434.00,0.10291
435.00,0.10193
436.00,0.10081
437.00,0.09981
438.00,0.09891
439.00,0.09792
440.00,0.09698
441.00,0.09604
442.00,0.09511
443.00,0.09409
444.00,0.09309
445.00,0.09236
446.00,0.09132
447.00,0.09053
448.00,0.08966
449.00,0.08884
450.00,0.08809
451.00,0.08722
452.00,0.08629
453.00,0.08563
454.00,0.08472
455.00,0.08395
456.00,0.08318
457.00,0.08240
458.00,0.08168
459.00,0.08090
460.00,0.08026
461.00,0.07951
462.00,0.07872
463.00,0.07802
464.00,0.07735
465.00,0.07657
466.00,0.07602
467.00,0.07538
468.00,0.07475
469.00,0.07404
470.00,0.07341
471.00,0.07280
472.00,0.07205
473.00,0.07156
474.00,0.07092
475.00,0.07033
476.00,0.06963
477.00,0.06905
478.00,0.06845
479.00,0.06799
480.00,0.06729
481.00,0.06683
482.00,0.06625
483.00,0.06567
484.00,0.06509
485.00,0.06459
486.00,0.06396
487.00,0.06352
488.00,0.06306
489.00,0.06255
490.00,0.06204
491.00,0.06154
492.00,0.06096
493.00,0.06044
494.00,0.06001
495.00,0.05959
496.00,0.05910
497.00,0.05865
498.00,0.05807
499.00,0.05762
500.00,0.05717
