Baseline 100%T,,Baseline 0%T,,Fresh18MohmDI-RO,,Fresh18MohmDI-RO1,,Fresh18MohmDI-RO2,,SouthTank,,SouthTank1,,SouthTank2,,NorthTank,,NorthTank1,,NorthTank2,,Target_20260713_1,,Target_20260713_2,,Target_20260713_3,,Target_2024-09-27_1,,Target_2024-09-27_2,,Target_2024-09-27_3,,Fresh18MohmDI-RO-after,,Fresh18MohmDI-RO-after1,,Fresh18MohmDI-RO-after2,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
520.001709,81.82424164,520.001709,0.01824290305,520.001709,5.076534944E-005,520.001709,-2.604050314E-005,520.001709,-5.176884952E-005,520.001709,0.0001633193897,520.001709,9.035143012E-005,520.001709,0.000130640241,520.001709,0.0003175557067,520.001709,0.0002770941355,520.001709,0.0002914443321,520.001709,-4.224384611E-005,520.001709,-7.532163727E-005,520.001709,-5.855011477E-005,520.001709,-5.715245788E-005,520.001709,-9.343829151E-005,520.001709,1.177827562E-005,520.001709,-9.178194159E-005,520.001709,-6.693595788E-005,520.001709,-0.000134068614,
519.0166626,81.77626038,519.0166626,0.007086343132,519.0166626,-0.0001580827229,519.0166626,-6.931708776E-005,519.0166626,-9.462879098E-005,519.0166626,0.0001094596664,519.0166626,7.577484212E-005,519.0166626,0.0001105989359,519.0166626,0.0002417904616,519.0166626,0.000226250515,519.0166626,0.0001949650905,519.0166626,-0.0001798702287,519.0166626,-0.0001383643394,519.0166626,-0.0001432293211,519.0166626,-9.209250857E-005,519.0166626,-7.998028013E-005,519.0166626,-7.925560203E-005,519.0166626,-0.0002527288161,519.0166626,-0.0001559608354,519.0166626,-0.0001631544874,
517.9934692,81.71321869,517.9934692,0.001944110729,517.9934692,-5.513361248E-005,517.9934692,-5.02158764E-005,517.9934692,-6.217364717E-005,517.9934692,0.0001115051782,517.9934692,0.0001156480139,517.9934692,8.056460501E-005,517.9934692,0.0002853311889,517.9934692,0.0001350422099,517.9934692,0.000149776155,517.9934692,-0.0001161089313,517.9934692,-0.0001568406442,517.9934692,-0.0001239243284,517.9934692,3.76398275E-005,517.9934692,-0.0001677086839,517.9934692,-0.0001294105605,517.9934692,-0.0001139868473,517.9934692,-7.299229765E-005,517.9934692,-0.0001739706349,
517.0079346,81.61502838,517.0079346,0.01287107728,517.0079346,3.072772961E-005,517.0079346,-0.0001843724895,517.0079346,-0.0001199907711,517.0079346,0.0001610146865,517.0079346,0.000113964983,517.0079346,7.181361434E-005,517.0079346,0.0002152692905,517.0079346,0.0001513816387,517.0079346,8.600170258E-005,517.0079346,-5.989599958E-005,517.0079346,-0.0001500091603,517.0079346,-0.0001957055938,517.0079346,-1.294296453E-006,517.0079346,-0.0002164045436,517.0079346,-0.0001176616715,517.0079346,-0.0001992244797,517.0079346,-0.0002006216819,517.0079346,-7.35099311E-005,
515.984314,81.52429199,515.984314,0.005896313582,515.984314,-3.675791959E-006,515.984314,-5.792893353E-005,515.984314,-0.0001427635289,515.984314,0.0002368694259,515.984314,0.0001375798311,515.984314,0.0001321938762,515.984314,0.0003296016366,515.984314,0.0002273641876,515.984314,0.0001192471391,515.984314,-0.0001556503121,515.984314,-0.0001468521514,515.984314,-0.0001521828235,515.984314,-3.711889076E-005,515.984314,-6.305363786E-005,515.984314,-8.12743383E-005,515.984314,-0.0001444196823,515.984314,-9.053968097E-005,515.984314,-0.0002245803626,
514.9984131,81.42279053,514.9984131,0.002463090699,514.9984131,-0.000105498395,514.9984131,-0.0002136102412,514.9984131,-0.0001984482515,514.9984131,-4.063906817E-005,514.9984131,-3.504818596E-005,514.9984131,2.340154606E-005,514.9984131,0.0002007920993,514.9984131,3.158099616E-006,514.9984131,0.0001736519043,514.9984131,-0.0002403106046,514.9984131,-0.0002209581726,514.9984131,-0.0002893087512,514.9984131,-0.0001941013761,514.9984131,-0.0001987069991,514.9984131,-0.0001914104359,514.9984131,-0.0002392239985,514.9984131,-0.0002377751807,514.9984131,-0.0003023463942,
514.0122681,81.37717438,514.0122681,0.00574489776,514.0122681,-2.531573955E-005,514.0122681,1.180416166E-005,514.0122681,-7.894502778E-005,514.0122681,0.0001982540998,514.0122681,1.63602399E-005,514.0122681,0.0001339287555,514.0122681,0.0003314927744,514.0122681,0.0001814726565,514.0122681,0.00027509965,514.0122681,-2.138128366E-005,514.0122681,-0.0002209581726,514.0122681,-0.0002382926032,514.0122681,5.228996997E-006,514.0122681,-8.619172149E-005,514.0122681,-8.857274952E-005,514.0122681,-0.0001581344695,514.0122681,-0.0001075687615,514.0122681,-0.0001613948989,
512.9879761,81.30814362,512.9879761,0.01216806937,512.9879761,-8.639876614E-005,512.9879761,-8.029085438E-005,512.9879761,-5.59133332E-006,512.9879761,0.0001626720041,512.9879761,3.681140879E-005,512.9879761,0.0001392370614,512.9879761,0.0003155610175,512.9879761,0.0001501645747,512.9879761,0.0002025013673,512.9879761,-9.224779205E-005,512.9879761,-0.0001354660344,512.9879761,-0.0001545117411,512.9879761,-6.015482359E-005,512.9879761,-8.215429261E-005,512.9879761,-0.0001686402247,512.9879761,-0.0001943083771,512.9879761,-0.0001454547746,512.9879761,-0.0002102984581,
512.0014648,81.25185394,512.0014648,0.006005284842,512.0014648,-2.14330521E-005,512.0014648,-3.12691227E-005,512.0014648,-1.273570979E-005,512.0014648,0.0001476786711,512.0014648,0.0001111426827,512.0014648,3.186679533E-005,512.0014648,0.0002541710273,512.0014648,0.0001299411088,512.0014648,0.0002138189593,512.0014648,-5.922305718E-005,512.0014648,-0.0001028068946,512.0014648,-8.153314411E-005,512.0014648,-7.982498937E-005,512.0014648,-0.0001050325591,512.0014648,-0.000159480056,512.0014648,-0.0001382090704,512.0014648,-0.0001289965003,512.0014648,-0.0001009953048,
511.0147095,81.18751526,511.0147095,0.0004675016098,511.0147095,5.24481402E-005,511.0147095,-2.805948316E-005,511.0147095,8.542377827E-007,511.0147095,0.0002656971919,511.0147095,0.000192090476,511.0147095,0.0001565865678,511.0147095,0.0004021175264,511.0147095,0.0002268203098,511.0147095,0.0002858751686,511.0147095,2.819073416E-005,511.0147095,8.542377827E-007,511.0147095,6.730404039E-006,511.0147095,-1.356403573E-005,511.0147095,-0.0001207671376,511.0147095,-4.845582953E-005,511.0147095,-7.614984497E-005,511.0147095,-6.465833576E-005,511.0147095,-5.518537728E-005,
509.9897156,81.10037994,509.9897156,0.003784724744,509.9897156,-0.0001666736498,509.9897156,-0.0001214399817,509.9897156,-7.713333616E-005,509.9897156,8.002090181E-005,509.9897156,1.043217071E-005,509.9897156,5.974892338E-005,509.9897156,0.0002976871037,509.9897156,0.0001311063243,509.9897156,0.0002228835947,509.9897156,-4.04320017E-005,509.9897156,-0.0001633097563,509.9897156,-0.0001949811121,509.9897156,-0.0001578757074,509.9897156,-0.0001212329516,509.9897156,-0.0001109848527,509.9897156,-0.0001520275691,509.9897156,-0.0001281683944,509.9897156,-0.000272648962,
509.0025024,81.05995941,509.0025024,0.006467629224,509.0025024,1.604933004E-006,509.0025024,2.296146158E-005,509.0025024,-3.023375939E-005,509.0025024,0.000230731137,509.0025024,0.0001139390879,509.0025024,5.218924707E-005,509.0025024,0.0003372956708,509.0025024,0.0001663232979,509.0025024,0.0002793994499,509.0025024,-0.0001048772829,509.0025024,-0.0001634132495,509.0025024,-3.473757897E-005,509.0025024,-4.710990834E-005,509.0025024,-0.00020155315,509.0025024,-0.0001049290368,509.0025024,-0.0001613948989,509.0025024,-0.0001750574011,509.0025024,-0.0001613948989,
508.0150757,81.01370239,508.0150757,0.00262816227,508.0150757,6.655792095E-005,508.0150757,1.780991079E-005,508.0150757,1.646378769E-005,508.0150757,0.0001764487097,508.0150757,8.532853099E-005,508.0150757,0.0001027794569,508.0150757,0.0003026865306,508.0150757,0.000269711978,508.0150757,0.0002443546255,508.0150757,-6.812652282E-005,508.0150757,-8.091200289E-005,508.0150757,-0.0001122270551,508.0150757,-8.479415555E-005,508.0150757,-8.34483435E-005,508.0150757,-2.707587919E-005,508.0150757,-0.0001449889824,508.0150757,-0.000145403028,508.0150757,-0.0001757301652,
506.989502,80.92655182,506.989502,0.01950606331,506.989502,-0.0001094320833,506.989502,-0.0001575651841,506.989502,-0.0001423494978,506.989502,0.0001548515866,506.989502,2.795774526E-005,506.989502,9.664307436E-005,506.989502,0.0002147772029,506.989502,0.0001371396211,506.989502,0.0002565021277,506.989502,-0.0001554433111,506.989502,-0.0002088495385,506.989502,-0.0001999489614,506.989502,-9.954602137E-005,506.989502,-0.0001308597421,506.989502,-0.0001605668658,506.989502,-0.0002050202456,506.989502,-0.0001155913487,506.989502,-0.0001813192357,
506.0017395,80.88788605,506.0017395,0.001633292995,506.0017395,7.714086678E-006,506.0017395,-7.294053648E-005,506.0017395,-2.99749172E-005,506.0017395,0.0002638063452,506.0017395,0.0001404799841,506.0017395,0.0002239195746,506.0017395,0.0003749129537,506.0017395,0.0003327103332,506.0017395,0.0003828927875,506.0017395,4.690790956E-005,506.0017395,-1.672201324E-005,506.0017395,-3.106315205E-007,506.0017395,-7.196239494E-006,506.0017395,-1.718794374E-005,506.0017395,-5.544420492E-005,506.0017395,-0.0001053948727,506.0017395,-9.452526865E-005,506.0017395,-5.880893877E-005,
505.0136719,80.8193512,505.0136719,0.005242546555,505.0136719,-0.0001081381124,505.0136719,-7.019707118E-005,505.0136719,-0.0001009435437,505.0136719,0.0001485849934,505.0136719,0.0001202569692,505.0136719,8.701145271E-005,505.0136719,0.0002127830085,505.0136719,0.0002415314666,505.0136719,0.0002211483516,505.0136719,-0.0001190591356,505.0136719,-0.0001404863142,505.0136719,-5.145825708E-005,505.0136719,3.805404049E-005,505.0136719,-9.380061965E-005,505.0136719,-0.0001831822447,505.0136719,-0.0001715383114,505.0136719,-0.0001022892975,505.0136719,-0.0001814744901,
503.9874573,80.77381134,503.9874573,0.01071426645,503.9874573,-9.866610344E-005,503.9874573,-9.323124686E-005,503.9874573,-0.0001343274052,503.9874573,0.0001040481729,503.9874573,4.162663026E-005,503.9874573,0.0001536086056,503.9874573,8.734803851E-005,503.9874573,7.849335088E-005,503.9874573,0.0002506743767,503.9874573,-9.799322288E-005,503.9874573,-0.0002147486666,503.9874573,-0.0001978790242,503.9874573,-9.209250857E-005,503.9874573,-5.311475979E-005,503.9874573,-0.000132981746,503.9874573,-0.0001684332092,503.9874573,-0.0001427117822,503.9874573,-0.0002505556622,
502.9989624,80.75325012,502.9989624,0.007501634769,502.9989624,2.591262819E-005,502.9989624,-3.406459655E-005,502.9989624,-1.547953252E-005,502.9989624,0.0002353413147,502.9989624,0.0001424220682,502.9989624,0.0001240632846,502.9989624,0.0001823272614,502.9989624,0.0001455812017,502.9989624,0.0003522955521,502.9989624,-6.9161797E-005,502.9989624,-7.278524572E-005,502.9989624,-4.918306331E-006,502.9989624,-5.073353532E-005,502.9989624,-4.110497321E-005,502.9989624,-8.562234143E-005,502.9989624,3.59816454E-006,502.9989624,-8.676110156E-005,502.9989624,-7.552868919E-005,
502.0103149,80.68696594,502.0103149,0.002723444952,502.0103149,-4.767933569E-005,502.0103149,-0.0001046184843,502.0103149,-1.164852983E-005,502.0103149,0.0002088205365,502.0103149,9.500254237E-006,502.0103149,6.704983389E-005,502.0103149,0.0001702336012,502.0103149,6.637669139E-005,502.0103149,0.0002203454787,502.0103149,-0.0001776449499,502.0103149,-0.0001894957095,502.0103149,-0.0001759371662,502.0103149,-0.0001334475528,502.0103149,-7.123234536E-005,502.0103149,-0.0001296175906,502.0103149,-0.0001183862842,502.0103149,-0.0002576442494,502.0103149,-0.0001234067604,
500.983429,80.6843338,500.983429,0.001585942111,500.983429,6.114695861E-005,500.983429,-1.791272007E-005,500.983429,0.0001166319489,500.983429,0.0003813900694,500.983429,0.0002631588141,500.983429,0.0002615011181,500.983429,0.0003553525894,500.983429,0.0002785705728,500.983429,0.0004007702228,500.983429,6.575533916E-005,500.983429,2.422994294E-005,500.983429,3.098660818E-005,500.983429,3.81058162E-005,500.983429,2.883792695E-005,500.983429,8.494016947E-005,500.983429,-5.850189609E-006,500.983429,7.986555283E-005,500.983429,-3.344338256E-005,
499.9943542,80.62915802,499.9943542,0.004929945339,499.9943542,-4.970077498E-006,499.9943542,-4.659449132E-006,499.9943542,-3.225271939E-005,499.9943542,0.000171424821,499.9943542,0.0001746877533,499.9943542,0.0001044624441,499.9943542,0.0003175816091,499.9943542,0.0002922473359,499.9943542,0.0003314150381,499.9943542,-0.0001521828235,499.9943542,-7.972146705E-005,499.9943542,-0.0002082803258,499.9943542,-6.207011756E-005,499.9943542,-9.524991765E-005,499.9943542,-0.0001029104169,499.9943542,-0.0001471109281,499.9943542,-6.843710435E-005,499.9943542,-2.422858961E-005,
499.0050659,80.61997223,499.0050659,-0.001397116343,499.0050659,1.227012217E-005,499.0050659,-4.162264304E-005,499.0050659,-0.0001118647488,499.0050659,0.0001457624603,499.0050659,8.398220234E-005,499.0050659,0.0001028571278,499.0050659,0.0001921681687,499.0050659,0.0001405576622,499.0050659,0.0003182033252,499.0050659,-0.0001281166478,499.0050659,-0.0001423494978,499.0050659,-0.0001317913557,499.0050659,1.532476381E-005,499.0050659,-8.401772357E-005,499.0050659,-0.0001508889836,499.0050659,-0.0001869599801,499.0050659,-0.0001775414421,499.0050659,-0.0001898579649,
498.0155945,80.61934662,498.0155945,0.01215003617,498.0155945,-6.481362652E-005,498.0155945,1.990676537E-005,498.0155945,-5.249357127E-005,498.0155945,0.0002100377606,498.0155945,0.0002495865629,498.0155945,0.0002724835067,498.0155945,0.0002874293423,498.0155945,0.000207085337,498.0155945,0.0003238506324,498.0155945,-3.515172284E-005,498.0155945,-5.968894038E-005,498.0155945,-0.0001256323158,498.0155945,-1.951758168E-005,498.0155945,-3.261509482E-005,498.0155945,-7.935912436E-005,498.0155945,-0.0001031174543,498.0155945,-4.855936277E-005,498.0155945,-5.865364437E-005,
496.987854,80.60794067,496.987854,0.008272393607,496.987854,-0.0001330334926,496.987854,-0.0001583414851,496.987854,-0.0001624299621,496.987854,0.0001459696214,496.987854,8.90309675E-005,496.987854,7.649977488E-005,496.987854,0.0001478340419,496.987854,0.000175335168,496.987854,0.0002186620404,496.987854,-0.0001857179886,496.987854,-0.0001251147478,496.987854,-0.0001563231053,496.987854,-0.0001228374313,496.987854,-0.0001353107655,496.987854,-0.0002020188695,496.987854,-0.0001444196823,496.987854,-0.0001352072431,496.987854,-0.0002278920292,
495.9979858,80.60623169,495.9979858,0.01076184958,495.9979858,-9.131609841E-005,495.9979858,-0.0001452995202,495.9979858,-6.838534318E-005,495.9979858,0.0001925566321,495.9979858,0.0001503976237,495.9979858,0.0001022098295,495.9979858,0.0002352118172,495.9979858,0.0001298375428,495.9979858,0.0002502858697,495.9979858,-0.000118438038,495.9979858,-0.0001794562268,495.9979858,-0.0001465933747,495.9979858,-5.316652459E-005,495.9979858,-8.220605378E-005,495.9979858,-0.0001077240377,495.9979858,-0.0001275990799,495.9979858,-9.633688751E-005,495.9979858,-0.0001561161043,
495.0078735,80.58794403,495.0078735,0,495.0078735,2.964044506E-005,495.0078735,-5.389124271E-005,495.0078735,-7.796153659E-005,495.0078735,0.0002224433119,495.0078735,6.143174687E-005,495.0078735,0.0001107801872,495.0078735,0.0001888274128,495.0078735,0.000159201998,495.0078735,0.0004085432447,495.0078735,-6.574986401E-006,495.0078735,-2.5626352E-005,495.0078735,-0.0001281166478,495.0078735,-4.529808211E-005,495.0078735,-0.0001267192129,495.0078735,-7.765096234E-005,495.0078735,-0.0001557538199,495.0078735,-8.846922719E-005,495.0078735,-0.0001485600515,
494.0176086,80.56304169,494.0176086,0.01117531117,494.0176086,-9.007383051E-005,494.0176086,-9.380061965E-005,494.0176086,-7.796153659E-005,494.0176086,0.0001208784088,494.0176086,8.664897905E-005,494.0176086,0.0001079320136,494.0176086,0.0002291512646,494.0176086,0.0001647954487,494.0176086,0.0003315186768,494.0176086,-0.0001629474864,494.0176086,-5.565126776E-005,494.0176086,-0.0001242348808,494.0176086,-5.808422793E-005,494.0176086,6.885722087E-006,494.0176086,-7.035236194E-005,494.0176086,-0.0001351037354,494.0176086,-7.790977543E-005,494.0176086,-0.0002224587952,
492.9890137,80.53858948,492.9890137,0.006460289937,492.9890137,-2.117420627E-005,492.9890137,-9.167841927E-005,492.9890137,-0.0001474214514,492.9890137,0.0002190246305,492.9890137,0.0001214480581,492.9890137,0.0001494654134,492.9890137,0.0002696342708,492.9890137,0.0001718650601,492.9890137,0.000333927921,492.9890137,-8.551881911E-005,492.9890137,-7.040413038E-005,492.9890137,-8.220605378E-005,492.9890137,-8.594056453E-006,492.9890137,-6.854063395E-005,492.9890137,-6.005129399E-005,492.9890137,-9.079848678E-005,492.9890137,-0.0001065335746,492.9890137,-0.0001177651866,
491.9983215,80.59925079,491.9983215,0.005983944517,491.9983215,-4.472865112E-005,491.9983215,-5.730775229E-005,491.9983215,-3.742949775E-005,491.9983215,0.0002141815348,491.9983215,0.0001067150733,491.9983215,0.0001383307535,491.9983215,0.0002137153642,491.9983215,0.0001305107726,491.9983215,0.0003125301737,491.9983215,-0.0001155913487,491.9983215,-9.856258112E-005,491.9983215,-9.959778254E-005,491.9983215,-4.752403765E-005,491.9983215,-9.457702981E-005,491.9983215,-0.0001548740111,491.9983215,-0.0001591177861,491.9983215,-0.000105498395,491.9983215,-0.0001007882674,
491.0073853,80.61004639,491.0073853,0.01091238484,491.0073853,1.501388738E-006,491.0073853,-0.0001559090888,491.0073853,-5.46159572E-005,491.0073853,0.0001477563492,491.0073853,5.951591811E-005,491.0073853,5.141257498E-005,491.0073853,0.000191857398,491.0073853,0.0001248918707,491.0073853,0.0002331139258,491.0073853,-5.958541078E-005,491.0073853,-7.454519073E-005,491.0073853,-0.0001753679098,491.0073853,-3.287393702E-005,491.0073853,-0.0001204048313,491.0073853,-0.000143539859,491.0073853,-0.0001909446873,491.0073853,-0.0001138315711,491.0073853,-0.0002163010504,
490.0163269,80.56510162,490.0163269,0.01015980821,490.0163269,-2.200251583E-005,490.0163269,-0.0001240796119,490.0163269,-8.406948473E-005,490.0163269,0.0001464875095,490.0163269,0.0001203087595,490.0163269,6.666148693E-005,490.0163269,0.000187247686,490.0163269,0.0001349127269,490.0163269,0.0002645834174,490.0163269,-0.0001136245337,490.0163269,-0.0001962748211,490.0163269,-0.0001313255489,490.0163269,-4.918055492E-005,490.0163269,-2.598873471E-005,490.0163269,-0.0001354142732,490.0163269,-0.000173194363,490.0163269,-0.0001381055627,490.0163269,-0.000184165503,
488.9868164,80.57061768,488.9868164,0.007930916734,488.9868164,-0.0001093803294,488.9868164,-0.0001297210983,488.9868164,-9.436998516E-005,488.9868164,0.0001409719698,488.9868164,5.325070015E-005,488.9868164,0.0001059382994,488.9868164,0.0002523061412,488.9868164,0.0001039963827,488.9868164,0.0002381385275,488.9868164,-0.0001624817087,488.9868164,-0.0001668806508,488.9868164,-0.0001463863591,488.9868164,-3.525525608E-005,488.9868164,-6.465833576E-005,488.9868164,-0.0001217505269,488.9868164,-0.0001162642075,488.9868164,-7.961793744E-005,488.9868164,-0.000207504112,
487.9953613,80.63442993,487.9953613,0.007766900118,487.9953613,-0.0001244936575,487.9953613,-5.057823728E-005,487.9953613,-8.158490527E-005,487.9953613,0.0001724347821,487.9953613,6.119874161E-005,487.9953613,8.413754404E-005,487.9953613,0.0003020907461,487.9953613,0.0001272222871,487.9953613,0.0003194467572,487.9953613,-0.0001395547151,487.9953613,-0.0001531661546,487.9953613,-0.0001939978829,487.9953613,-5.735951709E-005,487.9953613,-7.765096234E-005,487.9953613,-0.0001191108895,487.9953613,-0.000155805581,487.9953613,-8.914212231E-005,487.9953613,-0.0001563748665,
487.0036621,80.68164825,487.0036621,0.004878913984,487.0036621,-7.242290303E-005,487.0036621,-9.695801418E-005,487.0036621,-7.516634651E-005,487.0036621,0.0001239597041,487.0036621,9.550383402E-005,487.0036621,0.0001027276739,487.0036621,0.0002582116285,487.0036621,0.0001758789876,487.0036621,0.0003081782197,487.0036621,-9.369709733E-005,487.0036621,-0.0001237172983,487.0036621,-0.0001469039125,487.0036621,-3.453050886E-005,487.0036621,-7.521810767E-005,487.0036621,-0.0001238208206,487.0036621,-0.0001615501678,487.0036621,-9.654393216E-005,487.0036621,-0.0002438808733,
486.0117493,80.65989685,486.0117493,0.009312721901,486.0117493,-5.176884952E-005,486.0117493,-0.0002535566746,486.0117493,-0.0001602045959,486.0117493,3.569821638E-005,486.0117493,-4.15708746E-005,486.0117493,-8.64582762E-006,486.0117493,0.0003132036945,486.0117493,0.0001326081692,486.0117493,0.0002440956014,486.0117493,-0.0001296693372,486.0117493,-0.0002095222444,486.0117493,-0.0002521596616,486.0117493,-0.0001453512668,486.0117493,-0.0001698822598,486.0117493,-0.0002203372278,486.0117493,-0.0001893922163,486.0117493,-0.000186080244,486.0117493,-0.0001939461363,
484.9814758,80.68795776,484.9814758,0.00715395296,484.9814758,-0.0001266674517,484.9814758,-0.0002242181363,484.9814758,-0.0001271332731,484.9814758,0.000118651602,484.9814758,9.200847853E-005,484.9814758,-3.779334975E-006,484.9814758,0.0003743688576,484.9814758,9.651361324E-005,484.9814758,0.0003304047277,484.9814758,-0.0001831822447,484.9814758,-0.000179766721,484.9814758,-0.0001836997399,484.9814758,-0.0001076205226,484.9814758,-0.0001786282082,484.9814758,-0.0001134692575,484.9814758,-0.0001646035671,484.9814758,-0.0001962230745,484.9814758,-0.0001936873887,
483.9891968,80.81419373,483.9891968,0.004712937865,483.9891968,-0.0001228891924,483.9891968,-0.0001273920498,483.9891968,-0.0001289965003,483.9891968,0.0001343430631,483.9891968,5.16455766E-005,483.9891968,3.241044033E-005,483.9891968,0.0003855354735,483.9891968,8.27394324E-005,483.9891968,0.0002726648236,483.9891968,-0.000143539859,483.9891968,-0.0002194058034,483.9891968,-0.0001901684591,483.9891968,-0.0001321536402,483.9891968,-0.0002212686522,483.9891968,-0.0002286681993,483.9891968,-0.0002205959609,483.9891968,-0.0001668806508,483.9891968,-0.0002002076944,
482.9966736,80.8760376,482.9966736,0.006774455775,482.9966736,-3.986256343E-005,482.9966736,-0.0001086557022,482.9966736,-4.95429158E-005,482.9966736,0.0001799706515,482.9966736,0.0001256686664,482.9966736,0.0001132917751,482.9966736,0.0004162386758,482.9966736,0.0002159167489,482.9966736,0.0003237729252,482.9966736,-9.167841927E-005,482.9966736,-0.0001362941257,482.9966736,-0.000195343353,482.9966736,-1.387465727E-005,482.9966736,-0.0001092768071,482.9966736,-0.0001678121916,482.9966736,-0.0001534766634,482.9966736,-9.954602137E-005,482.9966736,-0.0001646553137,
482.0039368,80.89504242,482.0039368,0.006156232674,482.0039368,-2.971607501E-005,482.0039368,-0.0001348449587,482.0039368,-9.178194159E-005,482.0039368,0.0001509414287,482.0039368,0.0001159328385,482.0039368,0.0001228204055,482.0039368,0.0004267067707,482.0039368,0.0002222361218,482.0039368,0.0002957961406,482.0039368,-5.953364598E-005,482.0039368,-7.475224265E-005,482.0039368,-0.0002384995896,482.0039368,-7.661570999E-005,482.0039368,-7.847916277E-005,482.0039368,-0.0001503714448,482.0039368,-9.447350749E-005,482.0039368,-0.0001573581831,482.0039368,-0.0001737118728,
481.0110779,80.92120361,481.0110779,-0.0003629197599,481.0110779,-9.499111184E-005,481.0110779,-2.070828123E-005,481.0110779,-0.0001501126681,481.0110779,0.0001270151261,481.0110779,7.826033107E-005,481.0110779,0.0001001384662,481.0110779,0.0004453893052,481.0110779,0.0001727196359,481.0110779,0.0003218559432,481.0110779,-0.0001769204391,481.0110779,-0.0001387266384,481.0110779,-0.0002059516992,481.0110779,-5.61171546E-005,481.0110779,-0.0001399687608,481.0110779,-7.314758841E-005,481.0110779,-0.0001675016829,481.0110779,-9.395590314E-005,481.0110779,-0.0001640342816,
480.0180054,80.96437073,480.0180054,0.00590881519,480.0180054,-2.749002851E-005,480.0180054,-8.603643801E-005,480.0180054,-7.765783607E-007,480.0180054,0.0002321297361,480.0180054,0.000238397537,480.0180054,0.0002009733871,480.0180054,0.0005364813842,480.0180054,0.0002932834905,480.0180054,0.0003732289188,480.0180054,5.798495749E-006,480.0180054,-0.0001706585463,480.0180054,-7.998028013E-005,480.0180054,2.148588464E-005,480.0180054,-5.223474363E-005,480.0180054,-2.464274257E-005,480.0180054,-0.0001838549942,480.0180054,1.49364605E-005,480.0180054,1.739571962E-005,
478.9865112,80.98593903,478.9865112,0.009139618836,478.9865112,-0.0001343274052,478.9865112,-0.0001457653125,478.9865112,-0.0001160571701,478.9865112,0.000149128784,478.9865112,0.0001074659522,478.9865112,5.149024219E-005,478.9865112,0.0003914168628,478.9865112,0.0001550328452,478.9865112,0.0003192654403,478.9865112,-0.000185045239,478.9865112,-0.0001703480375,478.9865112,-0.000167760445,478.9865112,-7.138763613E-005,478.9865112,-0.0001819402387,478.9865112,-0.0001539424557,478.9865112,-0.0001857179886,478.9865112,-8.210253145E-005,478.9865112,-0.0002529357735,
477.9930115,81.04033661,477.9930115,0.008330682293,477.9930115,-5.471949044E-005,477.9930115,-0.0001284271857,477.9930115,-0.000103531529,477.9930115,0.0001983835973,477.9930115,0.0002099600679,477.9930115,9.058444994E-005,477.9930115,0.0004647723108,477.9930115,0.0001753610559,477.9930115,0.0003128928365,477.9930115,-0.0001728838542,477.9930115,-8.588115452E-005,477.9930115,-0.0001308597421,477.9930115,-9.436998516E-005,477.9930115,-8.153314411E-005,477.9930115,-1.563484329E-005,477.9930115,-0.000199793707,477.9930115,-9.638864867E-005,477.9930115,-9.685449186E-005,
476.9993286,81.07771301,476.9993286,0.00894005876,476.9993286,-5.45124276E-005,476.9993286,-0.00010782756,476.9993286,-0.0001221645798,476.9993286,0.0002202159812,476.9993286,0.0002314045414,476.9993286,3.21256739E-005,476.9993286,0.0004413210554,476.9993286,0.0002189210354,476.9993286,0.0002991376969,476.9993286,-0.0001468521514,476.9993286,-8.29307246E-005,476.9993286,-8.758928016E-005,476.9993286,-1.925873403E-005,476.9993286,-1.563484329E-005,476.9993286,-5.404653712E-005,476.9993286,-0.0001826129883,476.9993286,-7.951441512E-005,476.9993286,-0.0001797149744,
476.0054321,81.08856201,476.0054321,0.005165166222,476.0054321,-0.0001887712278,476.0054321,-0.0001798702287,476.0054321,-0.0001472661825,476.0054321,7.002719212E-005,476.0054321,6.112107076E-005,476.0054321,2.775064422E-005,476.0054321,0.0003812346258,476.0054321,0.0001556025381,476.0054321,0.0002285037772,476.0054321,-0.0001613431523,476.0054321,-0.0002492103667,476.0054321,-0.0002636462159,476.0054321,-5.156178668E-005,476.0054321,-6.672889867E-005,476.0054321,-0.0001095873595,476.0054321,-0.0001627404708,476.0054321,-0.0001893404697,476.0054321,-0.0001451442513,
475.0113525,81.1081543,475.0113525,0.00515531376,475.0113525,-0.0001368634257,475.0113525,-0.0001135727798,475.0113525,-2.557458356E-005,475.0113525,6.218254566E-005,475.0113525,0.0002059199178,475.0113525,0.0001009929038,475.0113525,0.0004212394997,475.0113525,0.000120981982,475.0113525,0.0002826631826,475.0113525,-0.0001230962225,475.0113525,-0.0001409521064,475.0113525,-0.0002060034458,475.0113525,-9.773441707E-005,475.0113525,-0.0001465933747,475.0113525,-0.0001269779896,475.0113525,-0.0001653280924,475.0113525,-8.670934039E-005,475.0113525,-0.0002298583277,
